,song_name,lyrics,release_date,impression
47,Follow me,街はあの日からずっと息を沈めたまま未だ怯えてるあなたと行くはずだったthat spotもshut downでリズムが途切れるDreaming of dancing with you汗ばむcornerでsteaming with you怖くない with you躊躇わないで愛はtruth描き直すrules昨日まで信じたこと忘れて今全て捨ててもいい流れるwindの如く踊る元に戻る模様落とす月が登る孤独の奥ではみんな繋がってるRemember I tell youI'm with youどこにいても不安もイタミも今すぐ抜け出して遠い遠い遠い碧い夜、月の海Follow meFollow meFollow me軌跡たどってFollow meYea Yea Yea Yea Yea Yea Yea遠い遠い遠い天と地を繋ぐ杜Follow meFollow meFollow meあなたにも見せたいYea Yea Yea Yea Yea Yea Yeaその愛がget get me higherChimu don don de pump pump it upまたどんどんとI fall in loveHot hot hot damn I didn't. Did I？ななななんくるなーいさRoll up and po up and Love me upGet your body and your soul so higherHa ha ha ha iya sasa風の結人達が歌う愛の結歌に波が踊る雲が流れて月が満ちるあなたに心寄せる太陽にgive thanks恵のrainy days闇の中なら let's make sweet loveI miss youもう待てない暗い街を二人で抜け出して遠い遠い遠い碧い夜、月の海Follow meFollow meFollow me軌跡たどってFollow meYea Yea Yea Yea Yea Yea Yea遠い遠い遠い天と地を繋ぐ杜Follow meFollow meFollow meあなたにも見せたいYea Yea Yea Yea Yea Yea Yeaこの歌詞をマイ歌ネットに登録>このアーティストをマイ歌ネットに登録>,2022/3/4,情報なし
48,44 Bars,"今日も遅くなるから、ドアのガードだけは開けてて食べ終わりの食器とかはせめて水を掛けてて長い間一人で待たせたままでごめんね「大丈夫」っていうお前の声が震えてる大きくなったけどまだ小さな手親子の絆なんてちゃっちい言葉で説明できるもんじゃない言うならば共犯者産まれた時から since 2008こいつに綺麗事は通用しないから子育てのことでは誰も私に口出しなんてすんな一緒に地獄も、天国も見てきた上辺だけの話はしないいつも heart to heartAwichをディスる奴がいたらまず鳴響美が、許さない　あいつは、Ride or dieだからもう遠慮なんてマジでしてる暇は無い私が、引っ張っていくんだ、新しい時代「お前なら出来るさKeep going…」ずっと聞こえてる声眠れずに体起こし向き合う恐れ深呼吸でどうにか吐き出そうとするストレスYaw 2021の春までに本当は出来ていたアルバムそれも全部一度白紙にして作り直した自分で自分を本気で脅した一か八か伸るか反るかこれが最後のつもりでなやると決めたらやるだけさマイク持てば不安消せた時間無いの分かる12月でもう35怖い全て間に合わなくなってしまう事Yaw,14で始めたrap game沖縄のかぶれ子娘が粋がってんじゃねー舐められたくないがため、身に纏っていた棘、結局自分に刺さりずっと耐えてきたPain信じてきてくれた人達の夢「何があってもお前だけはやり続けてくれ」あの日突然消えた愛する人の行方最後私に残された言葉達の群れ速まる鼓動にこの身を委ねる浅くなってた呼吸をまた深める大丈夫、全て選ばれし者への試練やる、今、出来ることの最善だってどんな苦難だってきっと神話の一部だと疑わず目の前の今を必死で生きること大丈夫、選ばれし者への試練やる、今、出来ることの最善 let's goこの歌詞をマイ歌ネットに登録>このアーティストをマイ歌ネットに登録>",2022/3/4,情報なし
49,WHORU? ft. ANARCHY,"You should go the fuck home and meditate on this shit boyWe're living intuitivelyPurely knowing itA.W.C.お前の弱いマフィア出直して古いサティアンラッパーの目には涙何人が失うのそのキャリア？欲しいの全部買う売られてない喧嘩も買う予算管理しなくてもI bounce back like a balloon同じ土俵無理ザコいその頭ん中熟知Give the whole thing to meI've been been through it当然の報いYour boyfriend 惚れ込む媚びないエロス腐ったシーンを解毒選ばれし女神のゲノムまじお前誰？マジでお前誰？Give me the whole thing manI reign on these bitches乗らないと負けAy yo, Chaki why they testing me？I got ANARCHY to the left of meI got young killaz steady check for meAnd I still rep the rock till the death of me街の喧嘩小僧ダチは前科者見てきた色んなものChanelに取り憑かれた女の子物が溢れてる影にいい物が隠れてるどれもまがいもん売れたらダサくてもいいんじゃないの？リアルって何？まじリアルって何？てかお前誰？なーお前は誰？COOLな奴ら1%もいないんじゃない？三つ数えるから泣き止めデニムでも履いてれば味が出るまじお前誰？マジでお前誰？Give me the whole thing manI reign on these bitches乗らないと負けAy yo, Chaki why they testing me？I got ANARCHY to the left of meI got young killaz steady check for meAnd I still rep the rock till the death of me＜Outro＞You can't make me respect you man that shit is earnedYou used to love me but you now hating now that shit is“learned”You don't know what to feel about meYou don't know what you doingBut we knowing itこの歌詞をマイ歌ネットに登録>このアーティストをマイ歌ネットに登録>",2017/8/8,情報なし
50,Bloodshot ft. JP THE WAVY,"Lil bitch sit downお前の男はよく知ってる私の周りみんなやってる知らないの？He is a ho, GirrrlDon't be fucking the hoes on real shit肺を吐き出すほどに咳き込んでるずっと何かしら拭いてる Noses鼻炎が口実　記憶は喪失Ah shit all them boys so sick生はほんとやめておけクソしかいないよこの場所から出して興味なんてないよ　もう離して Uhまじで　無理 I just got po'd onみてこれ Chh fuckまじで My worst day looking like birthday yea hoBoy get off my nutsI don't want your shots待って私の携帯はどこ？ Ah shitOh my fucking godくらってきたまた家まで帰れないよ Ya hoeBlood shotBlood shotGeekyEasyChit chat I don't like yo chit chatBish sit down I said lil bitch sit downIssa pump da pump の ISSAShotgun shot shot shotgunど健全 Boy に完全全部持ってかれて JP rap　もっとファイティンモテんのも当たり前でこんなタイプ見た事ない本当 Sorry って皆が拝む Like a god (god)僻み過ぎて目が Blood shoot俺やりたい事でまた集めてく Moneyなら寄り道しないからいつも WAVY ya yaHello　もしもし　コンニチワ　世界の皆All day　好きな事したら仕事に連鎖待って　気取ってないし生きてるだけ　ただ気取ってないし中身の薄い奴下がって Paiseh気取ってばっかのお前は Crazy ya頭の回転半端ないみたいLet it hit　積む　YEN　札束忙し過ぎ Oh my fucking godまた朝まで眠れないよBlood shotBlood shotGeekyEasyChit chat I don't like yo chit chatBish sit down I said lil bitch sit downIssa pump da pump の ISSAShotgun shot shot shotgunこの歌詞をマイ歌ネットに登録>このアーティストをマイ歌ネットに登録>",2020/1/11,情報なし
51,Pressure,"How long have you been down？There's no light to be foundFeel your heart is giving up on you(Do you feel the beat？ ×2)Getting harder to breathYou don't know why your reachEnds up short again and again(You almost there ×2)You said you're done nowYour last passion has run outLook me in my eyesLet me tell you something right nowAll the way, all the way, all the way inAll the way, all the way, all the way inMaintain your focus here and now don't run awayCome just feel the pressureCome just feel the pressure yeaCome just feel the pressureCome just feel the pressureDon't you know you are my shiniest diamond？So come just feel the pressureKeep running don't stopDon't lose your sightRemember it gets the darkest before you shineStay put, take heats, all the limits unlockedOne day your vision would cut through darkWhere did all my love go？Please respond to my callI'm lost in all the time and spaceYou said you're done nowYour last passion has run outLook me in my eyesLet me tell you something right nowAll the way, all the way, all the way inAll the way, all the way, all the way inAnd when you rise, your light will last to eternityCome just feel the pressureCome just feel the pressure yeaCome just feel the pressureCome just feel the pressureDon't you know you are my shiniest diamond？So come just feel the pressureKeep running don't stopDon't lose your sightRemember it gets the darkest before you shineStay put, take heats, all the limits unlockedOne day your vision would cut through darkYou lungs are caving and your passion is sinkingYour mind is playing with your fear and memoriesThis is your truest momentIf you know you're chosenTurn all their voices into beautiful symphonyCome just feel the pressureCome just feel the pressure yeaCome just feel the pressureCome just feel the pressureDon't you know you are my shiniest diamond？So come just feel the pressureこの歌詞をマイ歌ネットに登録>このアーティストをマイ歌ネットに登録>",2018/10/10,情報なし
52,Present,"「誰もがhappiness」そっぽむいた流し目で約束するshow windowsさぁ何が欲しいの？Oh noI don't need nothingNothing but youNothing but youIt's trueただ一つしかないあなたの輝きをそばで感じていたい世界が終わるまでI know　わがままだよねせめて夜が明けるまで多分 You're the one who can save meYou're the one who can save meTonight, tonightI need youBy my sideBy my sideI need you by my side何も言わないでせめて夜が明けるまで多分 You're the one who can save meThe one who can save meもう何もいらないのCause you're present今ここにThat's the only gift for meAnd tonight is the eveAnd your presence is the giftIt's Merry Merry ChristmasYou're the only thing I need鐘が鳴り響きLet me know that the present is the giftIt's Merry Merry ChristmasYou're the only thing I need一緒にOur story never endsJust hold me夜が明けるまでこの歌詞をマイ歌ネットに登録>このアーティストをマイ歌ネットに登録>",2020/12/4,情報なし
53,Pendulum,"見つめられるほどにInside my heart　誓うの大切な何かを失わぬ様にMoney on my mindLove me for my life震えてる君の瞳に暗れ惑う NightsPlease don't tell me lies二度と迷わぬように息を呑むほどの美しさでYou came into my life誰もが手を伸ばしたくなるほどの魔力を持つ EyesI say hello you said hiきっとその瞬間から狂い出した歯車はもう We can't stop right now曖昧な態度がまた Hold me back言葉だけじゃなく Show me that偽りなら Don't call me backあれからずっと張り詰めたままの心Can't sleep もう出来ない Relax鏡に映る自分との Promiseここまで来たなら No falling back世界で一番狂おしい Trap絶えず押し寄せる Wave仮面から覗く FaceI have to live my way何度も確かめるOh　どれが本当の自分なの？わかってたのになぜ I'm afraid？Money on my mindLove me for my life震えてる君の瞳に暗れ惑う NightsPlease don't tell me lies二度と迷わぬように揺れるペンデュラムLeft to right, right or wrong？誰か教えてLove me or love me not？間違いだらけの今まででも「あの日変われたんだ」なんていつの日か笑えるの？赤い薔薇の花束七色に輝く Diamond嘘と知ってて信じた愛するあの人のためなんかじゃない自分自身貫くため分かれ道はいつも一人I gotta make my mind up全て脱ぎ捨ててI show you my true self本当に Can you do the same？言葉じゃもう足りないOh　いつから僕らはこんなにも残酷な Game で遊んでるの？終わりなき迷路にInside my heart　聞こえる握りしめるほどに隙間から零れ落ちる見つめられるほどにInside my heart　誓うの大切な何かを失わぬ様にMoney on my mindLove me for my life震えてる君の瞳に暗れ惑う NightsPlease don't tell me lies二度と離さぬようにこの歌詞をマイ歌ネットに登録>このアーティストをマイ歌ネットに登録>",2023/12/15,情報なし
54,What You Want ft. IO,Right nowWhy you price down？Why you leveling your shit with these rundowns？あの子たちにはまだわからない欲しくても深いとこまで掘れない NoBut baby I canもっと気づかせる存在価値何でもさらけ出してDon't hideWhat you want to do to me何も怖くないWhat you wanna do babe？What you wanna do to me babe？You know I can love youYou know I can love you babe後ろ見ずきたここまでLet's get started　その言葉も面影増えた Moneyけどいまだ走る CityMama told me relax I said I'm sorryLook at my squadBigchain　光らす NeckWe just playing　勝ち続けるこの Game嘘みたいな Speed　駆け上がる Top嘘つける Girl といる夜もあるEverything crazy脱ぎ捨てるまた Heavy weight hoodie yaFeel like 80's綺麗事を片付ける Baby ya気づかぬふりしてれば FreeI'm busy U knowだから Trust me何て言う気は無いただ別にWhat you wanna do？本当の俺はきみに…You & meMe & you？夜中のハート既読スルー大事なもの突き放した痛みで測る True value？そんなに怖い Of a broken heart？溺れそうになれば掛ける歯止めをそれで失うモメンタムI need you to hear　心の声をThey don't make them like you no moreThey don't make them like you no more nowadaysなのにそんな簡単にあげちゃうのはなぜ？出会い、別れ、泣かせ、そんなのただの流れI know you want to go deeperいいよ。私の中でWhat you wanna do babe？What you wanna do to me babe？You know I can love youYou know I can love you babeI'm swift ×3 No TaylorI serve ×3 No waiterI'm a full course mealMad flavorsYou ain't satisfied with that bitchShe is a wafer！You are 限定盤なかなか手に入らん少数生産You are limited editionYou are kingYou come through shut shit down閉館！この歌詞をマイ歌ネットに登録>このアーティストをマイ歌ネットに登録>,2018/7/20,情報なし
55,Poison ft. NENE,涙を片手に注ぐ Potion傷跡は栄光 Cause I'm strongerハマっちまうほどGimme the poisonアクセルベタ踏みで砂埃撒き散らしバグった Queens のお通り律儀に Hate くれて何よりRich bitch shit　ジェラスも醍醐味Gimme that poisonGimme that blow煙　炙り森に Snowおびき寄せたら血を抜く大蛇首に巻き勝ち誇る Like Delilah良いお薬　毒ほどは効かぬ良い女 Bad boyz を嗜むイタイ Hoes big noise でいきがる「Get money」 Bad bitches の美学涙を片手に注ぐ Potion傷跡は栄光 Cause I'm strongerハマっちまうほどGimme the poisonDon't tell me to slow down down down down後戻りなんてもうしない Yay yay生きて帰れた時こそI'm stronger strongerハマっちまうほどGimme the poisonさっさと潮ふけば？毒がなきゃ濡れないの Vagina目つきが悪いのは環境のせいとか言ってもばりばり自分のせい返信は後日じゃ話になんねぇーしゃべえ奴しゃぶってんじゃねーよNENE と Awich混ざったら終わり何にもない日にぶっ放す花火クソなことでも私なら金になる汚ねぇ帰路で運ぶキロ昨日流した涙はダイヤ火の中で狂ってるタイマー涙を片手に注ぐ Potion傷跡は栄光 Cause I'm strongerハマっちまうほどGimme the poisonDon't tell me to slow down down down down後戻りなんてもうしない Yay yay生きて帰れた時こそI'm stronger strongerハマっちまうほどGimme the poisonこの歌詞をマイ歌ネットに登録>このアーティストをマイ歌ネットに登録>,2020/1/11,情報なし
56,Move Way,I'm sorry what's your name？I don't fucking know your faceStop swearing you can love meYou ain't seen half of my baggageNo noI'm sorry I have changedI'm not the girl you thought you tamedI said I'mma love you till the end of my daysBut everybody makes mistakesHow long you gon keep me here？You ain't got nothing funny for me to hearLook how my phone is blowing upI gotta goBoy don't you know I'm going up？You was always words no actionA fool thinking I had no optionNow you suffer your contradictionCause the whole time you was selling your dick shortThe whole time your ass was loving them allI was the one that had to deal with your darknessThese hoes cannot survive this catharsisAnd still come on top of the marketCryAs I did for youDon't hold it backYou triedTo keep me down butOh no no noOh no no noI barely felt you thereWe operate on different wavesYou don't belong here you're a strangerThere go that bitchGo and chase herI probably look insaneBut who the fuck cares？I'm onto the next oneCheck 1 2Zulu on the beat tooDo you wanna be too transcending all the bullshit？Cause I was there for you through itPutting MoneyGrams on countiesShowed you the bright side when you couldn't seeRemember？CryAs I did for youDon't hold it backYou triedTo keep me down butOh no no noOh no no noこの歌詞をマイ歌ネットに登録>このアーティストをマイ歌ネットに登録>,2017/8/8,情報なし
57,やっちまいな feat. ANARCHY,"私は殺し屋なんかじゃないでも見くびらないでこいつを狙うんだったら無傷では帰れないぜ瞬く間に、増えるmy moneyJealousy剥き出すお前はFunnyQueendom、runするこのbig cityBusyな美人が降らすBig racksI make you Bow Down my words are爆弾際どすぎYouTube動画削除常識を覆す試行錯誤次もきっともっと問題作よ問題作を作ってなんぼここって時にビビンじゃねーぞこれはラッパー全員のテーマやられる前にやるしかねーなAhh　やっちまいなGet the money get the money　バリバリ yaI'ma run it I'ma run it　ギリギリ yaGet the money get the money　バリバリ yaI'ma run it I'ma run it　ギリギリ yaGame勝ち抜く　モノホンPlayersよそもんHaters　とことん征伐鼓膜ぶち抜く12ゲージShotgunReload　満タン、言葉の散弾Get the money get the money　バリバリ yaI'ma run it I'ma run it　ギリギリ yaGet the money get the money　バリバリ yaI'ma run it I'ma run it　ギリギリ yaGame勝ち抜く　モノホンPlayersよそもんHaters　とことん征伐鼓膜ぶち抜く12ゲージShotgunReload　満タン、言葉の散弾Don't Don't Don't be scared, boyDon't be scaredDon't Don't Don't be scared, boyDon't be scared義理人情だけでは No moneyもたもたしてたら　即Dead bodyKingに教わる How to be the boss恐れるな、まるで武士の如く涙なんか見せるな死んだら終わり。何がTHUG LIFE渡って来た危ない橋この生き方しか知らないだろ？撃ち込まれるマシンガン命も一つだけじゃ足りない優しさも邪魔でしかないだってここには神なんて居ないんだろ？やるかやられるかしかない世界で弱みを見せたら一瞬でおじゃん押しちゃいけないボタン押したのはむこうだ仕方ない消えてもらう売られた喧嘩はきっちり買うけど耳をそろえてお釣りは貰うKingである為に命張るQueenの一言で金が舞う欲しい物は全部掴み取る世界見渡せる頂きに登る登るためには代償も付きもん何か失って何か掴む駆け抜けた荊棘の道誇る脳天に刻め I'm the one chosenもう火蓋は切って落とされた覚悟を決めたならやるしかねーなAhh　やっちまいなGet the money get the money　バリバリ yaI'ma run it I'ma run it　ギリギリ yaGet the money get the money　バリバリ yaI'ma run it I'ma run it　ギリギリ yaGame勝ち抜く　モノホンPlayersよそもんHaters　とことん征伐鼓膜ぶち抜く12ゲージShotgunReload　満タン、言葉の散弾Get the money get the money　バリバリ yaI'ma run it I'ma run it　ギリギリ yaGet the money get the money　バリバリ yaI'ma run it I'ma run it　ギリギリ yaGame勝ち抜く　モノホンPlayersよそもんHaters　とことん征伐鼓膜ぶち抜く12ゲージShotgunReload　満タン、言葉の散弾やっちまいなこの歌詞をマイ歌ネットに登録>このアーティストをマイ歌ネットに登録>",2022/3/4,情報なし
58,4:44,あの日の約束あなたは覚えているの？　ねぇLoving you is the worst way to get to youBaby tell me what the fuck is a girl to do？口だけじゃなくて More冒して　危険をってかどうでもいい Butもっと会いたい会い、会い、会い、会いたい忙しいでしょ？　なんて気取らずになりふり構わずに邪魔してよ青くなる窓眺め　締め付けられる記憶4:44　ちょうど毒が回る時刻いつもの部屋はいつもよりも深く君を　罪ごと消した卑怯な消しゴム重い体起こしてとるペン英語がわからない君のため書き直すあの歌暇さえあれば二人のラインずっと遡る会いたいの Overdose今何してんの？って聞く君が好きだったとりとめもない事　繋ぎとめても意味がないI know this　でも私のこと考えててずっと考えてて話したいことたくさんあるって言ってた夜待ってるのは Only me　きっともう忘れてる薬がないとまだ笑えない君に愛をあげたいけどWhat can you give me？Loving you is the worst way to get to youBaby tell me what the fuck is a girl to do？口だけじゃなくて More冒して　危険をこの歌詞をマイ歌ネットに登録>このアーティストをマイ歌ネットに登録>,2020/1/11,情報なし
59,"Link Up feat. KEIJU, ￥ellow Bucks",ストリートのBibleAll the hustlasに愛をリスクと代償顔色変えずまたGrind onAll of my friends　利益と愛情Okinawa　島が一番私がBoss Gyal　覚悟は決めた異論は認めん　唾奇もOZもチコもdaiaも皆ついてこい横に走るヤシの木のstrips海岸 Top Down 58をdrive見上げる雲は竜の形098　異国の街電話が来る迎えにいく2 bad boys at the airportここにくれば全員がbrothersBad Mindはもう海の彼方East side west side(Let's Link up)North side south side(Let's Drink up)そこにもストーリーがあると知ったThanks to Hip HopTo Hip HopEast side west side(Let's Link up)North side south side(Let's Drink up)要らない壁はもう、砕け散ったThanks to Hip HopTo Hip Hop誰もいない　ステージの前いらない答え　ただあげる声見せびらかす気もない　けどあれから想像もしない夢の手前Boys from the Kandytown　描いた夢もうしない誰かのせい撫でる胸Peace to Yushi　贈るこのMusicWe Gon be Alright　お前がくれた勇気忘れず、Here I Come光る まるで渋谷　1番星みたい日々磨く　長い夜　から学び今があるMy Style　周りみんな送るLove0から100 you gon see me shine覚悟決めるよに Everynight自分の手で掴むBetter LifeLook me in my eyezEast side west side(Let's Link up)North side south side(Let's Drink up)そこにもストーリーがあると知ったThanks to Hip HopTo Hip HopEast side west side(Let's Link up)North side south side(Let's Drink up)要らない壁はもう、砕け散ったThanks to Hip HopTo Hip Hop導かれたかのようにこのバースを蹴るI'm so　東海　高速下をSurviveそんじゃそこ等のヘタレじゃ勝ち上がれない All right？uh We on the grindingしがらみかき分け 41をDrivingMy Hero AKさんRYOWさんトコナメさんここまで来たならもうお隣さんだろ？天下取り名古屋兄弟とNew Story作る最中夜の街でFucked upしてLink upんででっかく繋がってくEast side to da west side姐さんにHennessyを注ぐぜこの街の伝統とやらも継ぐぜそのかわり後からゴタゴタ言うのは無しだぜオレ達のクソデカい未来に幸あれEast side west side(Let's Link up)North side south side(Let's Drink up)そこにもストーリーがあると知ったThanks to Hip HopTo Hip HopEast side west side(Let's Link up)North side south side(Let's Drink up)要らない壁はもう、砕け散ったThanks to Hip HopTo Hip Hopこの歌詞をマイ歌ネットに登録>このアーティストをマイ歌ネットに登録>,2022/3/4,情報なし
60,Love Me Up,Roll me upSmoke me upOh baby please won't you love me upOhohohohoh巻き髪なびく女の子熱い視線灯す男の子She was just always around the crew yea手を繋ぎ抜け出す Rendez-vous yea見上げれば朝日と踊る雨お嫁に行く女狐を CelebrateWe turning everything golden来た道戻るとかまじ No wayI got a new boy and that n**** trade yeaI got a new toy SLK yeaWait　帰れないよガス欠思い出せない Way I came笑い転げた ROTFL yeaWe lost We lost羽をなくした二人は AngelsWe lost We lost屋根をなくした Black baby benz魔法を込めた ZiplocIce cream な時をフロート息を止め Lip lockOh babyRoll me upSmoke me upOh baby please won't you love me upOhohohohohクラッチバッグ片手に Vacation光が花咲かす LocationThey getting mad cause we been boo'd up前世もびっくり De de deja-vu yea世界の秘密と君のユーモア王様 Game とどこでもドア気づけば体がサルバドールダリ記憶の固執をさまよう二人Time keep slipping and keep slipping into futureUFO みたいなアロマディフューザーFinally we running time and time not running weやっと時間を追い越せたみたいWe know We knowそして鏡は窓に変わる YeaWe know We knowそして僕らはまた飛び立つ Yea魔法を込めた ZiplocIce cream な時をフロート息を止め Lip lockOh babyRoll me upSmoke me upOh baby please won't you love me upOhohohohohLove me love me love me upRoll me roll me roll me upSmoke me smoke me smoke me upこの歌詞をマイ歌ネットに登録>このアーティストをマイ歌ネットに登録>,2018/10/10,情報なし
61,Revenge,Trigga fingaz high up in di air星の一つを打ち落とせる信じながら仰ぎ見るskyまだ癒えない傷　upon di mind家で待つ笑い声こんなにも　so far awayもう随分遠くまででもケリつけるまで　cannot back awayPow pow pow夜に鳴く　gun Fireあいつのハートが真っ赤に咲いたまるで島のデイゴの花みたいだ泣いたとめどなく泣いたでも　I rise up今度こそは　it's my turnThis is my revengeThis is my revengeI go up go up I go upI roll up roll up I roll upI do it for the 愛きっとそれが答えI go up go up I go upI roll up roll up I roll up下はもう見ない小さくなる世界Do you wanna live foreverDo you wanna love forever許せばいい。それだけ。Now I knowNow I knowDo you wanna live forever？Do you wanna love forever？聞こえる “Keep on going”Now I knowNow I know(UnderstandStand in loveBless)Do you wanna live　ずっと笑って上向いて泥だらけの顔を洗って雨よ、波よ、髪をとかす風よもし聞こえているなら　make em shottaz knowこの言葉が bullets引き金引く melody の上死んでた目に今映す夢Tune hot so you better get in tune nowChoose love　決めるのは myselfChoose life　死ぬほどに生きてChoose dream　クタクタになってChoose peace　全ては oneSo I go run this city　我の番です耳をすませばわかる freedom　その意味私が消す limitThis is my revengeI go up go up I go upI roll up roll up I roll upI do it for the 愛きっとそれが答えI go up go up I go upI roll up roll up I roll up下はもう見ない手が届く未来Do You wanna live foreverDo You wanna love forever許せばいい。それだけ。Now I knowNow I knowDo You wanna live foreverDo You wanna love forever聞こえる “Keep on goin”Now I knowNow I knowThis is my revengeThis is my revengeThis is my revengeThis is my revengeこの歌詞をマイ歌ネットに登録>このアーティストをマイ歌ネットに登録>,2020/8/21,情報なし
62,Remember ft. YOUNG JUJU,"I've always been by your sideDo you remember？I've always been by your sideDo you remember me？I've always been by your sideYoung rich遊んでる平日イかれたブレーキBut she 平気But she 平気Cuz she is playing.You know me I'm crazy楽しむだけ別に俺は本気とは遠いだからbad bitches ならwant meFuck how you feel nowFuck how you feel now急ぐなってboy you need to calm down遊びだってtold you just get down yea明日にはもうない昨日はもう戻らないSorry Mama this is my lifeDon't worryI got moneyI'm feeling alrightSorry it's my life怖がらないでなぜ you afraid？You know my face yea？I'ma get you rightI'ma get you higherHigher, higher, higherI've always been by your sideDo you remember？I've always been by your sideDo you remember me？I've always been by your side420からburn up早い話turn up溢れんばかりの紫色Whole syrup per cupCup after cup after cupかばってくれても無駄now聖人じゃないのName me the psycho言われるの気にする次元じゃないの楽しむことへのギルトずっと抱えながら生きるの？Don't you don't you know that that will kill you slowMove from me now move move from me now boyI put it on my daughter自由な自分を持ってる誰もがリミット外して思い出すコアLife's shortHave funPour upBun oneSorry it's my life怖がらないでなぜ you afraid？You know my face yea？I'ma get you rightI'ma get you higherHigher, higher, higherI've always been by your sideDo you remember？I've always been by your sideDo you remember me？I've always been by your sideDo you do you rememberI was always by your sideDo you do you rememberI was always by your sideOne time fi ya mindYou are always mineEven when you were on lowestYou hafi know that I'll be thereこの歌詞をマイ歌ネットに登録>このアーティストをマイ歌ネットに登録>",2017/8/8,情報なし
63,Lose Control,Lose control all over meとろける声が Killing me誰も知らない顔でいじわるするYou're my sweetest tabooYou call me babyI call you daddy体中で Want to feel your loveOops light is redOops the seat is wetYou not playing no gameKiss me on my neckTouch between my legsI breathe out your nameThen you tell me to show you how much I missed yaAnd my heart breaks cause you're someone's misterCan't control your handsCan't control my brainI don't understand悪い子はお仕置きだとTeach me something newよく出来ましたのご褒美に漏れる声ほら好きなだけ出してもいいよとYou give me head till I feel your thoughtsわかってるダメなのHurts me so goodLose control all over meとろける声が Killing me誰も知らない顔でいじわるするYou're my sweetest tabooYou call me babyI call you daddy体中で Want to feel your loveI'm the one you wantI'm the one you needYou feel it when I'm nearNobodyI mean nobodyCan do you like I do youWet my long black hair and you shampoo meWhile I'm sucking on your dick rudelySloppy conditionNasty positionSexy submission一緒に来て先に行くのは嫌よ舐める VIO甘い顔限界かも滴る蜜を擦り付けて泣いてる Pussy cat　慰めてもうダメ今すぐI am all yoursLose control all over meとろける声が Killing me誰も知らない顔でいじわるするYou're my sweetest tabooYou call me babyI call you daddy体中で Want to feel your loveこの歌詞をマイ歌ネットに登録>このアーティストをマイ歌ネットに登録>,2020/1/11,情報なし
64,Rainbow,"あの日結んでくれたリボンは何の色？よくは思い出せないけどどうしてそんな簡単に言えるの？「欲しい」なんて本当の自分さえも知らないくせにわかるよ壊されもう何も信じれないねぇそれを一瞬でいいから忘れたかの様に笑って見せて頬をなでた街灯を背に涙残して悲しむrainbow綺麗な顔って馬鹿にしないで「遊びだよ」ってハート解いてChina China MoonShangri-La Shangri-LaChina China MoonShangri-La Shangri-LaHey show me your Shangri-La甘い声で戯れてくる野良猫みたい100万回死んで来たのね目を閉じる癖　夜中の電話も全部そう奪おうとしてるけれどでもね　愛は与えるものわかるよ壊されもう何も信じれないねぇそれを一瞬でいいから忘れたかの様に笑って見せて頬をなでた街灯を背に涙残して悲しむrainbow綺麗な顔って馬鹿にしないで「遊びだよ」ってハート解いてYou lean to smile when meetingLearn to cry when partingYour pain taste like my own salivaToo familiarToo… familiar…Street lights caressing my wet cheeks and bendingthemselves in my teardropsThe prisms of sorrowBeautiful mask, whom are you trying to fool now？Truth is half the battleHave my heart unraveledChina China MoonShangri-La Shangri-LaChina China MoonShangri-La Shangri-LaHey show me your Shangri-La甘い声で戯れてくる野良猫みたい100万回死んで来たのね目を閉じる癖　夜中の電話も全部そう奪おうとしてるけれどでもね　愛は与えるものこの歌詞をマイ歌ネットに登録>このアーティストをマイ歌ネットに登録>",2017/8/8,情報なし
65,Long Time,Love me slow and sureBlow by blowBitches come and goYea we knowLong time is what I'm in forI'm in for…Love me slow and sureBitches come and goYea we knowLong time is what I'm in forI'm in for…アメリカかぶれのオンナごめんね　それだけは確かフェンス越しに見て来た夢から今はただ増やしていくコンマ上手でしょ？ Yea I knowYa boyfriend loves it too怒らないでさ Girl let me love you tooプライドとかクソくらえ見返りは求めてない奪い合えば縛り合い与え合えば許し合うJust let me love you love you for a long time babyおいで楽にしてあげるLove me slow and sureBlow by blowBitches come and goYea we knowLong time is what I'm in forI'm in for…Love me slow and sureBitches come and go yea we knowLong time is what I'm in forI'm in for…アメリカかぶれのオンナOk ok ok　無視してていいよBaby I get what I want and you don't really like thatOk ok　別に関係ないじゃん「一途に」なんて本当キライ ya yaI keep it 100 100 ya　嘘はない ya ya傷つけたくないなんて言い訳また飛んでいなくなる I spirit awayLove me slow and sureBitches come and go yea we knowLong time is what I'm in forI'm in for…この歌詞をマイ歌ネットに登録>このアーティストをマイ歌ネットに登録>,2018/10/10,情報なし